listing_id;description;room_type;price;neighborhood_full;host_name;last_review
21711746;Renovated private apartment close to subway train;Entire home/apt;95 dollars;Brooklyn, Flatbush;Ekta;21/06/2024
21713358;Modern Whimsical Room;private room;54 dollars;Brooklyn, Crown Heights;Rachel;21/05/2016
21713495;UWS - Cozy, Artsy 1 Bedroom;ENTIRE HOME/APT;175 dollars;Manhattan, Upper West Side;Chryssie;21/07/2005
21714930;Entire Home for 8 Guests, Fully Equipped;Entire home/apt;245 dollars;Queens, Flushing;Jerry;21/06/1930
21715655;Studio Flat in Williamsburg  Ny  2/4 Guest;Entire home/apt;125 dollars;Brooklyn, Williamsburg;Franco;21/06/2023
21715735;The BEST LOCATION in Brooklyn;PRIVATE ROOM;45 dollars;Brooklyn, Prospect Heights;Kira;21/01/2021
21715749;Cozy Williamsburg Room on the Rooftop;Private room;100 dollars;Brooklyn, Williamsburg;Federico;21/06/2001
21716449;Urban Hang Suite - Entire 1BR w/ Terrace & Doorman;entire home/apt;101 dollars;Manhattan, Harlem;Evan;21/06/2023
21716508;Cozy bedroom / 15 min from Manhattan;Private room;49 dollars;Queens, Astoria;Gabriela;21/06/2024
21718529;Sunny room in Bushwick loft with skyline views;private room;100 dollars;Brooklyn, Bushwick;Johnny;21/06/2029
21721040;Huge, bright one bedroom flat near Prospect Park;entire home/apt;100 dollars;Brooklyn, Flatbush;Amber;21/06/2025
21721836;Huge Luxury 1BR, Massive Roof Deck Manhattan View;Entire home/apt;249 dollars;Brooklyn, Williamsburg;Rob;21/07/2004
21722921;Bright & Spacious Bedroom in Greenpoint Apartment;private room;60 dollars;Brooklyn, Greenpoint;Aaron;21/06/2020
21723212;CROWN HEIGHTS GUEST HOUSE 2R2L3R3L+B;Entire home/apt;459 dollars;Brooklyn, Crown Heights;Abraham;21/06/2024
21723666;Private cozy room in E. Flatbush;Private room;70 dollars;Brooklyn, East Flatbush;Lorna;21/06/1930
21724762;Beautiful private room in Brooklyn;Private room;60 dollars;Brooklyn, Crown Heights;Camila;21/06/2028
21726358;Crown Heights Guest House B;Entire home/apt;59 dollars;Brooklyn, Crown Heights;Abraham;21/06/2029
21726826;Prime Williamsburg. Bright  room steps from train;Private room;60 dollars;Brooklyn, Williamsburg;Alejandra;21/05/2028
21727407;3.5 MLN usd 2 bedroom LOFT in TriBeCa (4);ENTIRE HOME/APT;350 dollars;Manhattan, Tribeca;Gipsy Properties;21/05/2020
21727923;Beautifully Restored Brownstone w. Chef's Kitchen;Entire home/apt;160 dollars;Brooklyn, Clinton Hill;Aspen;21/02/2019
21727957;Mod 3 Bd - Central Park/Columbus Circle 2 blocks;Entire home/apt;550 dollars;Manhattan, Upper West Side;Bridget;21/01/2001
21728589;Cozy private apartment in the heart of Bed-Stuy.;Entire home/apt;100 dollars;Brooklyn, Bedford-Stuyvesant;Lorraine;21/07/2002
21728670;Private 1BR w/ Full-sized Bed. Great Location!;Private room;100 dollars;Brooklyn, Williamsburg;Adam;21/06/2020
21730099;Luxury studio in the heart of Greenpoint!;Entire home/apt;105 dollars;Brooklyn, Greenpoint;Karalyn;21/04/2028
21730366;Coastal Bedroom - Bushwick Luxury Building;Private room;75 dollars;Brooklyn, Bushwick;Michael;21/06/2025
21730735;Steps to LGA, near CitiField, JFK,Manhattan (RM#1);private room;52 dollars;Queens, East Elmhurst;Asad;21/07/2003
21732716;Small Room in the great neighborhood ofPark Slope;Private room;42 dollars;Brooklyn, Windsor Terrace;Reina;21/06/2024
21733510;Beautiful 1 bedroom in bedstuy;Entire home/apt;120 dollars;Brooklyn, Bedford-Stuyvesant;Ameyo;21/01/2004
21733545;#NAME?;Private room;175 dollars;Manhattan, Hell's Kitchen;Sybilla Michelle;21/06/1930
21733997;Cozy Light Filled 1 Bedroom;Entire home/apt;80 dollars;Brooklyn, Bedford-Stuyvesant;Jamie;21/04/2029
21734761;Spacious & Homey Williamsburg 1BR Apartment;ENTIRE HOME/APT;220 dollars;Brooklyn, Williamsburg;Chris & Celia;21/06/2023
21735642;Modern/Cozy Brooklyn Apartment;Private room;101 dollars;Brooklyn, Williamsburg;Amelia;21/06/2024
21736164;Light-filled 1BR Brownstone Apartment, Bed Stuy BK;entire home/apt;73 dollars;Brooklyn, Bedford-Stuyvesant;Sam;21/01/2020
21736808;Lower East Side Chic Apartment;Entire home/apt;125 dollars;Manhattan, Lower East Side;Jessica;21/07/2003
21738018;2 Blocks from Times Square, Centrally Located!;Entire home/apt;185 dollars;Manhattan, Hell's Kitchen;Astor;21/06/2024
21738084;Cozy and Relaxing, An East Williamsburg Getaway;private room;60 dollars;Brooklyn, Williamsburg;Hollye;21/06/2020
21738886;UES Manhattan full service doorman building 2 BR;Entire home/apt;500 dollars;Manhattan, Upper East Side;Leslie;21/05/2006
21739264;423 ocean parkway;Private room;67 dollars;Brooklyn, Kensington;Muhammad;21/06/2016
21739781;Vic's Cafe Deluxe;Private room;65 dollars;Queens, Queens Village;Victor;21/05/2012
21739805;*Boogie Down Private and comfortable stay*;Private room;70 dollars;Bronx, Wakefield;Rashida;21/05/2019
21740055;Newly Renovated Brownstone Brooklyn Apartment;entire home/apt;130 dollars;Brooklyn, Crown Heights;Rebecca;21/06/2027
21740615;Master room Close to NYU Langone H/Metro N,R line;Private room;51 dollars;Brooklyn, Sunset Park;Jason;21/05/1931
21741118;Nice View room Close to NYU Lutheran H/Subway N,R;Private room;55 dollars;Brooklyn, Sunset Park;Jason;21/05/2012
21745018;AMAZING 2 BEDROOM private apt in Williamsburg;Entire home/apt;175 dollars;Brooklyn, Williamsburg;Ted;21/06/2019
21745569;Convenient Private and Cozy Environment;private room;45 dollars;Brooklyn, East Flatbush;Marvin;21/02/2009
21746100;2 bed 2 bath in cool east Williamsburg Loft!;Entire home/apt;150 dollars;Brooklyn, Williamsburg;Lucy;21/05/2004
21747137;Private Room & Bath - Modern Bldg, S. W'Burg, BK;private room;140 dollars;Brooklyn, Williamsburg;Betsy And Dan;21/05/2011
21750219;Luxury 2 Bed / 2 Bath Apt 3 Blocks to Central Park;Entire home/apt;195 dollars;Manhattan, East Harlem;Artemisia;21/04/2012
21751275;Modern West Soho Apartment;Entire home/apt;225 dollars;Manhattan, SoHo;Rachel;21/04/1930
21751907;Room in Brooklyn, 5 min to N and R train;PRIVATE ROOM;40 dollars;Brooklyn, Sunset Park;Aura Angelica;21/01/2001
21752839;Huge Park Slope Loft & Private Garden near Subway;Entire home/apt;195 dollars;Brooklyn, Park Slope;Julia & Estuardo;21/06/2024
21753773;oasis 2;private room;30 dollars;Brooklyn, East New York;John;21/05/2028
21754221;STYLISH 1-BR APARTMENT IN PRIME SOHO!;Entire home/apt;187 dollars;Manhattan, SoHo;Agnes;21/06/1930
21754827;oasis 3;PRIVATE ROOM;45 dollars;Brooklyn, East New York;John;21/06/2023
21755710;Your comfy abode in Brooklyn;Private room;49 dollars;Brooklyn, Brownsville;Gerry;21/05/2020
21762095;Brand New 1 Bdrm Apt in Williamsburg Brooklyn - 3L;ENTIRE HOME/APT;100 dollars;Brooklyn, Williamsburg;Sonia;21/05/2005
21762711;Large House in Brooklyn near Express Subway;ENTIRE HOME/APT;700 dollars;Brooklyn, Bedford-Stuyvesant;Su;21/06/2001
21762776;Cozy 2 Bedroom in Multifamily;Entire home/apt;100 dollars;Brooklyn, East Flatbush;Maria;21/01/2001
21763302;Astoria flat 5 minutes to subway 10 mins to NYC;Entire home/apt;83 dollars;Queens, Ditmars Steinway;Marilyn;21/06/2022
21764245;Top Bunk in Queer Co-Living Space for Men;Shared room;35 dollars;Brooklyn, Greenpoint;Marco;21/06/1930
21764576;Tranquil Parkside Oasis;Entire home/apt;133 dollars;Manhattan, East Village;Sausan;21/06/2006
21765318;Middle Bunk in Queer Co-Living Space for Men;SHARED ROOM;35 dollars;Brooklyn, Greenpoint;Marco;21/06/2023
21765794;Nice private bedroom, prime East Village;Private room;95 dollars;Manhattan, East Village;Steven;21/07/2001
21766524;Beautifully Decorated Entire Floor of Brownstone;Entire home/apt;200 dollars;Brooklyn, Park Slope;Sunil;21/06/1930
21767943;Cozy Hideaway in Artist‚Äôs Industrial Loft;Entire home/apt;195 dollars;Brooklyn, Prospect Heights;Richard;21/03/2009
21769473;Designer's Own Soho Loft;Entire home/apt;495 dollars;Manhattan, SoHo;Ethan;21/02/2007
21769501;Amazing Studio at the Time Square Area/52D;entire home/apt;130 dollars;Manhattan, Hell's Kitchen;Irina;21/05/2018
21769638;Bohemian chic Brooklyn floor thru;Entire home/apt;135 dollars;Brooklyn, Bedford-Stuyvesant;Jenny;21/06/1930
21769940;Light-filled, cozy apartment -convenient location!;Entire home/apt;100 dollars;Queens, Sunnyside;Payal;21/06/1930
21769981;Private room w/ bathroom near Prospect Park;Private room;59 dollars;Brooklyn, Prospect-Lefferts Gardens;Sweden;21/07/2007
21770277;"Private Bedroom in Artsy Airbnb: Room ""L""";PRIVATE ROOM;65 dollars;Brooklyn, Prospect-Lefferts Gardens;Sweden;21/06/2020
21770746;The Long House - Williamsburg!;Entire home/apt;175 dollars;Brooklyn, Williamsburg;David & Mallory;21/06/2023
21771006;Beautiful Brownstone 10 mins away from Manhattan;Entire home/apt;380 dollars;Brooklyn, Gowanus;Julia;21/06/2017
21771881;Cozy Studio near all Attractions in NYC.;Entire home/apt;80 dollars;Brooklyn, Sheepshead Bay;Juan Carlos;21/06/2028
21772083;Comfortable 1 Bedroom Apartment;ENTIRE HOME/APT;99 dollars;Brooklyn, Bath Beach;Chris;21/07/2001
21774455;Charming 1BD Apartment near Empire State building;entire home/apt;165 dollars;Manhattan, Kips Bay;Mike;21/07/2001
21777252;Bohemian 2 Bedroom in the East Village;Entire home/apt;159 dollars;Manhattan, East Village;Megan;21/05/2012
21780915;Beautiful Sunny Private Room #1 in Brooklyn;PRIVATE ROOM;65 dollars;Brooklyn, Bensonhurst;Elizabeth;21/06/2025
21781507;Spacious Apt near UN Plaza 2 Queen size bed for 5;Entire home/apt;193 dollars;Manhattan, Midtown;Cedar;21/06/2028
21781515;Garden Apartment in the Heart of Greenpoint;Private room;110 dollars;Brooklyn, Greenpoint;Michael;21/06/2024
21781983;Beautiful Sunny Private Room #2 in Brooklyn;private room;70 dollars;Brooklyn, Bensonhurst;Elizabeth;21/07/2001
21782140;Brand New 2 Bedroom Apt in Bed Stuy with Garden;entire home/apt;80 dollars;Brooklyn, Bedford-Stuyvesant;Andrea;21/06/2015
21782158;Beautiful Sunny Private Room #3 in Brooklyn;PRIVATE ROOM;70 dollars;Brooklyn, Bensonhurst;Elizabeth;21/06/2002
21783251;Separate 2 Bedroom Apartment located inside Loft.;Entire home/apt;200 dollars;Manhattan, NoHo;Greg;21/06/2021
21784156;East Village Penthouse - Private Bedroom;Private room;135 dollars;Manhattan, East Village;Nicholas;21/06/2019
21785354;Cozy room in tranquil home in great neighborhood.;PRIVATE ROOM;60 dollars;Brooklyn, Prospect Heights;Mary;21/06/2009
21785385;3.5 MLN usd 2 bedroom LOFT in TriBeCa  (2);ENTIRE HOME/APT;339 dollars;Manhattan, Tribeca;Gipsy Properties;21/02/2025
21786780;Artful loft ‚òÖ NYC ‚òÖ Chelsea;Entire home/apt;750 dollars;Manhattan, Chelsea;?The Local Apple?;21/05/2021
21786958;Slice of Heaven @ 811;Entire home/apt;250 dollars;Brooklyn, Crown Heights;Sharon;21/07/2004
21787703;Clean Cozy House less than 10 min from JFK :);Entire home/apt;75 dollars;Queens, South Ozone Park;Louise;21/06/2022
21789289;Room in house with WiFi and Netflix;Private room;35 dollars;Bronx, Parkchester;Devi;21/07/2002
21794374;@the heart Of Queens. 20Mins 2 Downtown.nearall.B;Entire home/apt;99 dollars;Queens, Elmhurst;Kim;21/06/2016
21794873;Exclusive  & Luxurious 4BR/4Bath Townhouse;ENTIRE HOME/APT;1000 dollars;Manhattan, Murray Hill;Trish;21/06/2003
21796185;Beautiful one bedroom apartment centrally located;ENTIRE HOME/APT;116 dollars;Brooklyn, Midwood;On;21/05/2019
21797928;Charming Ditmas Park Air B&B;entire home/apt;95 dollars;Brooklyn, Flatbush;Paula;21/06/2006
21798722;Private Studio in Queens Blvd /Min 2guest perstay;Entire home/apt;50 dollars;Queens, Briarwood;Franz;21/06/2001
21799291;East Village Alcove Studio with Great Light & View;entire home/apt;230 dollars;Manhattan, East Village;Max;21/01/2004
21800445;Gorgeous 2-Level East Village Apt (2 Bed/1.5 Bath);entire home/apt;299 dollars;Manhattan, East Village;Erin;21/06/2011
21800820;Queen Room in Prospect Lefferts Gardens Flatbush;private room;40 dollars;Brooklyn, Flatbush;Sydney;21/04/1930
21802458;Charming loft-style apartment with private balcony;ENTIRE HOME/APT;300 dollars;Manhattan, Greenwich Village;Nicole;21/06/2022
21802684;30+Day Stay: Designer Home with Skylight & Rooftop;entire home/apt;228 dollars;Queens, Flushing;Ali;21/06/2007
21802923;Private Bedroom with Private Entrance in Brooklyn.;private room;60 dollars;Brooklyn, Bushwick;Nelima;21/06/1930
21803004;Modern Room in the heart of Manhattan(just female);Private room;99 dollars;Manhattan, Theater District;Sandra;21/06/2020
21803103;Great Home & Host, next to #1 train;Private room;65 dollars;Manhattan, Harlem;Dee;21/05/2019
21804600;The garden apartment;Entire home/apt;90 dollars;Brooklyn, East New York;Samuel;21/06/2025
21805468;ELEGANT BROOKLYN GARDEN STUDIO;Entire home/apt;60 dollars;Brooklyn, East Flatbush;Marlene;21/07/2002
21809773;1 Bedroom close to Prospect Park and Manhattan;entire home/apt;110 dollars;Brooklyn, Flatbush;Victor;21/06/2016
21810960;Loft For Events, Meetings & Content Creation;ENTIRE HOME/APT;600 dollars;Manhattan, Midtown;Jack;21/06/2014
21811663;Private Cozy Studio Suite;entire home/apt;62 dollars;Bronx, Pelham Gardens;Janice;21/06/2025
21812347;Large 3BR/2BA Designers Apt in the Gallery Area;Entire home/apt;299 dollars;Manhattan, Chinatown;Umar;21/07/2006
21812980;New Brooklyn apartment with a view;Private room;80 dollars;Brooklyn, Bedford-Stuyvesant;Rasmus;21/04/2018
21814812;Stunning East Village 1 b/r w.elevator & laundry;entire home/apt;210 dollars;Manhattan, East Village;Emma;21/05/2001
21814906;Live/Work East Williamsburg Loft;Entire home/apt;165 dollars;Brooklyn, Williamsburg;Bryan;21/02/2003
21815771;Cozy Affordable room in Brooklyn;Private room;40 dollars;Brooklyn, Bedford-Stuyvesant;Diego;21/06/1930
21817889;LA COURONNE - Sophisticated Spacious 3 BDRM 2 BTHS;Entire home/apt;275 dollars;Brooklyn, Crown Heights;Daphne & Jonathan;21/06/2011
21818110;Èò?ÂÖâ‰?ãÂÆ?;Private room;48 dollars;Queens, Flushing;Michelle;21/06/2014
21822599;Sunny,  spacious 2 bdrm in Park Slope w/ parking;Entire home/apt;280 dollars;Brooklyn, Park Slope;Bert;21/07/2005
21822619;THE HUGH SUITES 3mins to JFK;Entire home/apt;80 dollars;Queens, Springfield Gardens;Hugh;21/06/2023
21822750;*AWESOME PLACE*2 MIN SUBWAY!;private room;48 dollars;Brooklyn, Bushwick;JoaoLinda;21/06/1930
21823931;Quiet & Bright 1 Bedroom in Downtown Flushing;entire home/apt;90 dollars;Queens, Flushing;Alan;21/06/1930
21824124;Boutique Gowanus Queen Studio;PRIVATE ROOM;139 dollars;Brooklyn, Gowanus;Melissa;21/07/2007
21824323;Large Sunnyside Apartment 20 min to Times Square;Entire home/apt;95 dollars;Queens, Sunnyside;Michael;21/05/2002
21824416;Gowanus Inn Boutique Queen;Private room;129 dollars;Brooklyn, Gowanus;Melissa;21/06/1930
21824734;Gowanus Boutique Queen Studio;Private room;119 dollars;Brooklyn, Gowanus;Melissa;21/06/1930
21825081;Beautiful apartment in Chinatown / Lower East Side;Entire home/apt;125 dollars;Manhattan, Chinatown;Jade;21/04/2029
21825573;Beautiful Brooklyn studio;Entire home/apt;79 dollars;Brooklyn, Bedford-Stuyvesant;Iquane;21/06/2017
21825897;Studio in Greenwich Village;Entire home/apt;120 dollars;Manhattan, Greenwich Village;Ariel;21/05/2006
21825923;Beautiful, Lovely W. Village Room for Females!;PRIVATE ROOM;138 dollars;Manhattan, West Village;Andrea;21/06/2024
21827363;BUSINESS OR SINGLE TRAVELLER BEDROOM, BEST IN NYC!;Private room;400 dollars;Brooklyn, Williamsburg;Ana Y Victor;21/06/2018
21829714;GORGEOUS Apartment in Astoria - close to Manhattan;Entire home/apt;95 dollars;Queens, Ditmars Steinway;Caro;21/06/2003
21834484;Contemporary 3 Bedroom in Maspeth Queens;Entire home/apt;245 dollars;Queens, Maspeth;Lee;21/06/2018
21835336;Dreamy Brooklyn Studio in Prospect Heights with AC;Entire home/apt;125 dollars;Brooklyn, Prospect Heights;Andrea;21/06/2017
21835893;Artist Flat, 5 min walk to Metro 30 mins from JFK;Entire home/apt;95 dollars;Brooklyn, Flatbush;Shirley;21/05/2027
21836176;Bright Studio Alcove in Prime East Williamsburg;Entire home/apt;100 dollars;Brooklyn, Williamsburg;Brittney;21/06/2010
21837063;Sunny Escape in Victorian Beverley Square West;PRIVATE ROOM;105 dollars;Brooklyn, Flatbush;Jeff;21/06/2006
21838658;Private Room in Spacious Chelsea Loft;Private room;99 dollars;Manhattan, Chelsea;John;21/05/2010
21839021;Bushwick private 10 foot ceiling dwelling;PRIVATE ROOM;53 dollars;Brooklyn, Bushwick;Lakisha;21/01/2002
21843831;Cosy space,  30 min to Manhattan 15 Barclay Center;Private room;80 dollars;Brooklyn, East Flatbush;Dadrine;21/04/2018
21844040;Comfy Couch in Cool Modern Brooklyn (BUSHWICK) Apt;Shared room;43 dollars;Brooklyn, Bushwick;Lauren;21/06/2016
21844221;Charming & Cozy 1BR in Park Slope w/Outdoor Space;Entire home/apt;200 dollars;Brooklyn, Park Slope;Aj;21/06/2024
21845780;Sky Cabin in Hell‚Äôs Kitchen! Steps to Times Square;Private room;125 dollars;Manhattan, Hell's Kitchen;Patrick;21/06/2021
21848241;Artsy and charming retreat in Lefferts Garden;PRIVATE ROOM;95 dollars;Brooklyn, Prospect-Lefferts Gardens;Katie;21/06/2023
21850082;Amazing Quite & Cozy Room with Private Backyard!;private room;61 dollars;Brooklyn, Williamsburg;Matan;21/06/2026
21850183;Perfect apartment for 2 (in Manhattan);entire home/apt;130 dollars;Manhattan, Upper East Side;Nompakamiso;21/05/2013
21850364;Gorgeous loft by the Flatiron building;entire home/apt;180 dollars;Manhattan, Flatiron District;Hugo;21/01/2003
21850427;Bright Private Room in Brooklyn;Private room;60 dollars;Queens, Ridgewood;Heeran;21/07/2005
21850834;Modern Touch.;Entire home/apt;200 dollars;Queens, Arverne;Tara;21/07/2006
21851100;Lincoln Center Studio;Entire home/apt;1066 dollars;Manhattan, Upper West Side;Christopher;21/01/2001
21851228;Clean, Comfy and Central Midtown Haven!;Entire home/apt;200 dollars;Manhattan, Midtown;Sasha;21/06/2015
21851368;Trendy, Chill & Comfy in Manhattan NYC;Entire home/apt;130 dollars;Manhattan, Washington Heights;Kelsy;21/06/2022
21851390;East village apartment;Private room;70 dollars;Manhattan, East Village;Thomas;21/06/2007
21851570;Studio In A New Building in Bedstuy;ENTIRE HOME/APT;95 dollars;Brooklyn, Bedford-Stuyvesant;Heini;21/01/2001
21851586;Experiencing NYC with Comforts of Home;Entire home/apt;400 dollars;Brooklyn, Park Slope;Felix;21/06/2018
21851700;Perfect Manhattan Studio Apartment - Quiet Street;entire home/apt;150 dollars;Manhattan, Chelsea;Chelsea;21/04/1930
21851931;Sunny modern loft studio, amazing Manhattan views;Entire home/apt;115 dollars;Brooklyn, Greenpoint;Melissa;21/02/2024
21852211;BEAUTIFUL MODERN DESIGNER LOFT with BATHTUB!;Entire home/apt;345 dollars;Manhattan, West Village;Alex;21/07/2001
21852332;*Spacious NYC gem* Direct train to central sights!;ENTIRE HOME/APT;110 dollars;Manhattan, Marble Hill;Agnes;21/06/2026
21853347;Suite Too at Bryant Manor;ENTIRE HOME/APT;265 dollars;Manhattan, Harlem;Kevin;21/07/2002
21857734;Williamsburg Private Room in 4 BR Apt off L train;PRIVATE ROOM;42 dollars;Brooklyn, Williamsburg;Leah;21/03/2025
21859065;1 bedroom apartment in super central location;Entire home/apt;130 dollars;Manhattan, West Village;Nicky;21/01/2002
21859249;Cozy, bright and spacious 3BR apartment - Brooklyn;Entire home/apt;99 dollars;Brooklyn, Crown Heights;Mariana;21/05/2012
21859466;Luxurious sunny loft in the heart of Williamsburg;Entire home/apt;300 dollars;Brooklyn, Williamsburg;V;21/06/2009
21859658;Modern Chic, Pvt Gardn, 2 Stops to NYC, Brooklyn;Entire home/apt;259 dollars;Brooklyn, Sunset Park;Numi;21/06/2017
21860011;Bright charming 2 bedroom in the heart of the LES;Entire home/apt;250 dollars;Manhattan, Lower East Side;Nicole;21/01/2003
21861819;West Village Penthouse Studio;entire home/apt;135 dollars;Manhattan, West Village;Steven;21/06/2029
21862155;Kingsize bedroom in Harlem brownstone;private room;89 dollars;Manhattan, Harlem;Judie And Steven;21/07/2001
21864653;Cozy Room for Rent in South Slope;private room;50 dollars;Brooklyn, Sunset Park;Francesca;21/06/2028
21864747;Affordable & Sunny Bungalow in Prime Williamsburg;private room;70 dollars;Brooklyn, Williamsburg;Rebecca;21/05/2019
21865637;Maple Place;Private room;68 dollars;Queens, Far Rockaway;Hongye;21/07/2002
21867598;Manhattan Luxury & Cozy Studio;Entire home/apt;200 dollars;Manhattan, Financial District;Arianne;21/07/2007
21867710;Amazing room in the centre on Manhatten! Welcome!;Private room;120 dollars;Manhattan, Hell's Kitchen;NA;21/01/2001
21867749;Quiet 1-2br Apartment in the heart of Little Italy;Entire home/apt;160 dollars;Manhattan, Little Italy;Sheba;21/06/2019
21868424;Prospect Heights Room;private room;60 dollars;Brooklyn, Prospect Heights;Karina;21/06/2010
21868427;Sleep on a Casper in the heart of Greenpoint;Entire home/apt;135 dollars;Brooklyn, Greenpoint;Taeho;21/05/2026
21868918;Beautifully Lit True Brooklyn Loft;Entire home/apt;350 dollars;Brooklyn, Williamsburg;Natasha;21/05/2012
21868933;Gorgeous Home with Private Terrace: Union Square!;entire home/apt;245 dollars;Manhattan, Gramercy;Justine;21/05/2025
21869051;Comfy Apt in NYC Brownstone;Entire home/apt;150 dollars;Manhattan, Murray Hill;Joyce;21/07/2001
21869057;Spacious 2-bedroom Apt in Heart of Greenpoint;entire home/apt;10 dollars;Brooklyn, Greenpoint;Vishanti & Jeremy;21/07/2001
21869167;Manhattan - Private Room - 1 mn Subway/Metro;Private room;69 dollars;Manhattan, East Harlem;Lucile;21/06/2022
21869409;A Suite Stay;entire home/apt;250 dollars;Manhattan, East Harlem;Tara;21/06/2029
21871576;Prime location: abundant stores & transportation!;entire home/apt;160 dollars;Brooklyn, Flatlands;Shirley;21/06/2022
21877219;MINIMALISTIC APARTMENT/DECK IN HISTORIC BROWNSTONE;Entire home/apt;280 dollars;Brooklyn, Clinton Hill;Wene;21/05/2003
21877231;Cruelty-free in Bushwick w/ backyard.;ENTIRE HOME/APT;65 dollars;Brooklyn, Bushwick;Chad Michael;21/06/2023
21877426;Huge Bright Designer Loft in Red Hook Brooklyn;Entire home/apt;150 dollars;Brooklyn, Red Hook;Ken;21/01/2001
21877805;New & LEGAL 3BRs/2Bath/Parking near Subway & JFK;entire home/apt;159 dollars;Brooklyn, East New York;Alexandra;21/06/2020
21880038;WeLive Wall Street -- 4 Bedroom;Entire home/apt;425 dollars;Manhattan, Financial District;WeWork;21/07/2006
21880580;Spacious Garden Apt in Clinton Hill/Ft Greene;ENTIRE HOME/APT;115 dollars;Brooklyn, Clinton Hill;Mary;21/01/2017
21881810;CASA EVOL;Entire home/apt;160 dollars;Manhattan, Midtown;Lisa;21/06/2026
21882745;Large, sunny & modern Union Square 1-bedroom;Entire home/apt;210 dollars;Manhattan, East Village;Tina;21/04/2026
21883309;NEW 2-Bedroom MODERN & CENTRALLY LOCATED APARTMENT;Entire home/apt;250 dollars;Manhattan, Hell's Kitchen;Alejandro;21/05/2011
21883990;WeLive Wall Street -- 2  Bedroom;Private room;225 dollars;Manhattan, Financial District;WeWork;21/07/2005
21884206;WeLive Wall Street -- Studio Apartment;Entire home/apt;215 dollars;Manhattan, Financial District;WeWork;21/07/2003
21884758;The Gray Room;Entire home/apt;170 dollars;Manhattan, Hell's Kitchen;Anjelica;21/06/2021
21885677;Cozy apt near Bloomingdales and Central Park.;entire home/apt;200 dollars;Manhattan, Midtown;Yngridd;21/06/2019
21885914;Gorgeous 1 BR in heart of Prospect Heights!;ENTIRE HOME/APT;100 dollars;Brooklyn, Prospect Heights;Nicholas;21/06/2029
21892596;Iconic NYC Brownstone Apartment on Upper East Side;entire home/apt;125 dollars;Manhattan, Upper East Side;Lauren;21/03/2015
21892834;Executive Museum 1 BR Elevator Best Location;Entire home/apt;133 dollars;Manhattan, Upper West Side;Corporate Housing;21/06/1930
21893604;Private Bedroom in West Village/Chelsea;private room;12 dollars;Manhattan, Chelsea;Dante;21/06/2007
21895071;Gorgeous big private room/Brooklyn;Private room;70 dollars;Brooklyn, Crown Heights;Camila;21/05/2027
21896537;Private Williamsburg apartment;entire home/apt;79 dollars;Brooklyn, Williamsburg;Besnik;21/07/2005
21897775;~House of Rest~Private Entrance in Bushwick BK;Private room;66 dollars;Brooklyn, Williamsburg;Oh;21/06/2018
21897845;One room.;Private room;40 dollars;Bronx, Pelham Gardens;Musieka;21/06/2004
21898551;2-bedroom South Williamsburg apartment;Entire home/apt;100 dollars;Brooklyn, Williamsburg;Mark;21/06/2024
21899575;Beautiful 1 bd apartment in the heart of Brooklyn.;Entire home/apt;119 dollars;Brooklyn, Brighton Beach;Milana;21/07/2004
21899939;Alluring Two- Bedroom in Highland Park;Entire home/apt;155 dollars;Brooklyn, Cypress Hills;Mondell;21/06/2029
21901025;house on the hill with free parking in NYC!;private room;100 dollars;Staten Island, St. George;Spiritchild;21/07/2008
21901156;Best Deal! Lovely place in Manhattan! Time Square!;Private room;120 dollars;Manhattan, Hell's Kitchen;NA;21/01/2001
21902630;Beautiful bedroom + private bathroom in Bed-Stuy;Private room;38 dollars;Brooklyn, Bedford-Stuyvesant;Sergii;21/03/2008
21907240;Queen Bed Studio In Gowanus Boutique;PRIVATE ROOM;119 dollars;Brooklyn, Gowanus;Melissa;21/06/1930
21907615;Design Furnished Queen Studio Room in Gowanus;Private room;119 dollars;Brooklyn, Gowanus;Melissa;21/06/2023
21907941;Boutique Hotel Queen Room in Gowanus;Private room;119 dollars;Brooklyn, Gowanus;Melissa;21/06/2023
21908120;Brooklyn Factory Loft Building Queen Studio Room;Private room;119 dollars;Brooklyn, Gowanus;Melissa;21/07/2008
21908265;Gowanus Boutique Inn & Yard Queen Room;Private room;119 dollars;Brooklyn, Gowanus;Melissa;21/06/1930
21913782;2 bedroom apt (5ppl), 1 minute from Times Square!;entire home/apt;350 dollars;Manhattan, Midtown;Yumi, Chizu;21/06/2001
21913811;Cooled Queens Apartment, NY. LGA Airport 5 min.;Entire home/apt;99 dollars;Queens, Woodside;Adeel;21/06/2023
21914314;PRIVATE 2 BR APT HEART OF MID-TOWN TIMES SQUARE!!;Entire home/apt;85 dollars;Manhattan, Hell's Kitchen;Marc;21/03/2017
21914499;Exceptional Comfort and Location!;Entire home/apt;160 dollars;Brooklyn, Bedford-Stuyvesant;Johny;21/06/2029
21915201;Soho 2 Bedroom Private Terrace;Entire home/apt;400 dollars;Manhattan, SoHo;Patricia;21/06/2022
21920061;Cozy room in Manhattan;Private room;85 dollars;Manhattan, Lower East Side;Laurence;21/06/2020
21921178;Bright & Colorful Studio 1 Block From Central Park;Entire home/apt;89 dollars;Manhattan, East Harlem;Tina;21/01/2002
21922035;Spacious, bright and beautiful 2 Br apartment.;Entire home/apt;50 dollars;Brooklyn, Bedford-Stuyvesant;Fabiana;21/07/2005
